SITE	Age (Ma)	Genus	d18O 5pt
607	1.0481	CIB	4.03
607	1.0517	CIB	4.02
659	1.052	CIB	3.92
849	1.052	CIB	3.89
659	1.054	CIB	3.9
659	1.056	CIB	3.92
849	1.056	CIB	3.73
607	1.0569	CIB	3.73
659	1.06	CIB	3.61
849	1.06	CIB	3.44
607	1.0609	CIB	3.31
607	1.0628	CIB	3.39
659	1.064	CIB	3.2
849	1.064	CIB	3.17
607	1.0659	CIB	3.21
659	1.068	CIB	3.16
849	1.068	CIB	3.12
607	1.0694	CIB	3.18
849	1.072	CIB	3.24
607	1.073	CIB	3.29
659	1.074	CIB	3.36
849	1.076	CIB	3.45
607	1.0778	CIB	3.51
659	1.078	CIB	3.6
659	1.08	CIB	3.66
849	1.08	CIB	3.7
849	1.084	CIB	3.68
659	1.087	CIB	3.75
607	1.0873	CIB	3.8
849	1.088	CIB	3.79
849	1.092	CIB	3.84
607	1.0921	CIB	3.85
659	1.093	CIB	3.91
607	1.0947	CIB	3.83
849	1.096	CIB	3.86
607	1.0991	CIB	3.86
849	1.1	CIB	3.89
607	1.1017	CIB	3.85
659	1.103	CIB	3.88
849	1.104	CIB	3.78
659	1.106	CIB	3.82
607	1.1071	CIB	3.72
849	1.108	CIB	3.68
607	1.1106	CIB	3.72
659	1.111	CIB	3.78
849	1.112	CIB	3.8
607	1.116	CIB	3.9
849	1.116	CIB	3.99
659	1.117	CIB	4.03
849	1.12	CIB	4.11
607	1.1237	CIB	4.22
849	1.124	CIB	4.28
607	1.1275	CIB	4.28
849	1.128	CIB	4.28
607	1.1293	CIB	4.37
849	1.132	CIB	4.24
659	1.132	CIB	4.23
607	1.1331	CIB	4.17
849	1.136	CIB	4.15
607	1.1375	CIB	3.97
849	1.14	CIB	3.97
607	1.1433	CIB	3.88
849	1.144	CIB	3.85
659	1.145	CIB	3.8
607	1.1472	CIB	3.82
659	1.148	CIB	3.82
849	1.148	CIB	3.75
659	1.15	CIB	3.79
607	1.1505	CIB	3.79
849	1.152	CIB	3.76
659	1.155	CIB	3.7
849	1.156	CIB	3.77
659	1.159	CIB	3.68
849	1.16	CIB	3.59
607	1.1602	CIB	3.59
659	1.163	CIB	3.53
849	1.164	CIB	3.55
607	1.1658	CIB	3.61
659	1.166	CIB	3.61
849	1.168	CIB	3.58
607	1.1697	CIB	3.62
659	1.17	CIB	3.55
849	1.172	CIB	3.49
607	1.173	CIB	3.55
659	1.174	CIB	3.56
607	1.1758	CIB	3.51
849	1.176	CIB	3.48
659	1.178	CIB	3.57
607	1.1791	CIB	3.5
849	1.18	CIB	3.49
607	1.1812	CIB	3.6
659	1.182	CIB	3.62
849	1.184	CIB	3.47
607	1.1855	CIB	3.58
659	1.186	CIB	3.67
849	1.188	CIB	3.55
607	1.1888	CIB	3.57
659	1.189	CIB	3.74
607	1.1899	CIB	3.79
849	1.192	CIB	3.67
607	1.1927	CIB	3.83
659	1.193	CIB	3.95
849	1.196	CIB	4
607	1.196	CIB	3.96
607	1.1965	CIB	4.11
659	1.197	CIB	4.18
849	1.2	CIB	4.17
607	1.2004	CIB	4.2
659	1.203	CIB	4.3
849	1.204	CIB	4.29
607	1.2042	CIB	4.27
659	1.206	CIB	4.33
607	1.206	CIB	4.3
849	1.208	CIB	4.35
607	1.2081	CIB	4.37
659	1.211	CIB	4.37
607	1.2119	CIB	4.4
849	1.212	CIB	4.46
659	1.213	CIB	4.34
607	1.2137	CIB	4.24
849	1.216	CIB	4.21
659	1.217	CIB	4.03
607	1.2176	CIB	3.95
659	1.218	CIB	3.89
607	1.2196	CIB	3.98
849	1.22	CIB	3.87
659	1.222	CIB	3.88
849	1.224	CIB	3.77
607	1.224	CIB	3.73
659	1.226	CIB	3.59
607	1.2276	CIB	3.49
849	1.228	CIB	3.37
659	1.23	CIB	3.34
607	1.2317	CIB	3.24
849	1.232	CIB	3.17
659	1.234	CIB	3.22
607	1.2358	CIB	3.23
849	1.236	CIB	3.24
607	1.2399	CIB	3.28
849	1.24	CIB	3.29
659	1.241	CIB	3.36
607	1.244	CIB	3.56
849	1.244	CIB	3.68
659	1.244	CIB	3.92
849	1.248	CIB	4.16
659	1.248	CIB	4.3
607	1.2488	CIB	4.28
607	1.2499	CIB	4.34
849	1.252	CIB	4.34
659	1.252	CIB	4.27
607	1.2523	CIB	4.28
659	1.253	CIB	4.34
607	1.2536	CIB	4.31
607	1.255	CIB	4.25
849	1.256	CIB	4.17
607	1.257	CIB	4.04
659	1.258	CIB	3.99
659	1.26	CIB	3.94
849	1.26	CIB	3.88
849	1.264	CIB	3.94
607	1.2642	CIB	3.93
659	1.267	CIB	3.86
607	1.2675	CIB	3.73
849	1.268	CIB	3.7
659	1.27	CIB	3.66
607	1.2718	CIB	3.57
849	1.272	CIB	3.6
659	1.275	CIB	3.68
607	1.2757	CIB	3.6
849	1.276	CIB	3.61
659	1.279	CIB	3.72
849	1.28	CIB	3.72
607	1.2817	CIB	3.77
659	1.284	CIB	3.84
849	1.284	CIB	3.86
659	1.285	CIB	3.9
607	1.2852	CIB	4
849	1.288	CIB	4.07
607	1.2891	CIB	4.2
659	1.291	CIB	4.27
607	1.2919	CIB	4.28
849	1.292	CIB	4.22
607	1.2929	CIB	4.16
849	1.296	CIB	4.08
607	1.2967	CIB	4.09
849	1.3	CIB	3.97
659	1.3	CIB	3.89
607	1.3006	CIB	3.88
607	1.3039	CIB	3.8
849	1.304	CIB	3.75
607	1.3056	CIB	3.73
849	1.308	CIB	3.77
607	1.3091	CIB	3.77
849	1.312	CIB	3.8
607	1.3144	CIB	3.77
659	1.315	CIB	3.83
849	1.316	CIB	3.83
607	1.3172	CIB	3.84
849	1.32	CIB	3.78
607	1.3205	CIB	3.82
607	1.3237	CIB	3.86
849	1.324	CIB	3.88
607	1.3269	CIB	3.9
659	1.327	CIB	3.98
849	1.328	CIB	3.99
607	1.3301	CIB	4
849	1.332	CIB	4.03
607	1.3334	CIB	4.08
849	1.336	CIB	4.17
659	1.336	CIB	4.18
607	1.3366	CIB	4.16
607	1.3379	CIB	4.08
849	1.34	CIB	3.92
659	1.341	CIB	3.77
607	1.3427	CIB	3.72
659	1.344	CIB	3.63
849	1.344	CIB	3.6
607	1.3458	CIB	3.55
849	1.348	CIB	3.54
607	1.3503	CIB	3.38
849	1.352	CIB	3.29
607	1.3543	CIB	3.27
659	1.355	CIB	3.3
849	1.356	CIB	3.26
607	1.3588	CIB	3.37
659	1.359	CIB	3.5
849	1.36	CIB	3.55
607	1.362	CIB	3.64
659	1.363	CIB	3.79
607	1.3636	CIB	3.87
849	1.364	CIB	3.97
607	1.3651	CIB	3.95
607	1.3665	CIB	4.01
659	1.367	CIB	4.05
849	1.368	CIB	4.07
607	1.3689	CIB	4.05
607	1.3699	CIB	4.17
849	1.372	CIB	4.09
659	1.372	CIB	4.05
607	1.3751	CIB	4.04
659	1.376	CIB	3.97
849	1.376	CIB	3.9
607	1.3796	CIB	4.01
849	1.38	CIB	3.96
659	1.382	CIB	3.84
849	1.384	CIB	3.81
607	1.3848	CIB	3.77
659	1.387	CIB	3.45
849	1.388	CIB	3.41
659	1.39	CIB	3.43
607	1.3901	CIB	3.48
849	1.392	CIB	3.42
659	1.393	CIB	3.62
607	1.3953	CIB	3.51
849	1.396	CIB	3.52
659	1.398	CIB	3.46
849	1.4	CIB	3.43
607	1.4006	CIB	3.43
659	1.403	CIB	3.65
849	1.404	CIB	3.61
607	1.4058	CIB	3.65
659	1.408	CIB	3.84
849	1.408	CIB	3.89
607	1.4117	CIB	3.88
849	1.412	CIB	3.98
659	1.413	CIB	4.06
849	1.416	CIB	4.01
659	1.418	CIB	4
849	1.42	CIB	3.98
607	1.4208	CIB	4
849	1.424	CIB	4.02
607	1.4249	CIB	4.01
659	1.425	CIB	3.83
849	1.428	CIB	3.67
659	1.43	CIB	3.59
659	1.432	CIB	3.42
849	1.432	CIB	3.37
659	1.434	CIB	3.49
607	1.4341	CIB	3.54
849	1.436	CIB	3.49
659	1.437	CIB	3.45
849	1.44	CIB	3.4
607	1.4403	CIB	3.37
659	1.444	CIB	3.35
849	1.444	CIB	3.32
659	1.446	CIB	3.31
607	1.4466	CIB	3.32
659	1.448	CIB	3.31
849	1.448	CIB	3.35
659	1.451	CIB	3.38
849	1.452	CIB	3.41
607	1.4528	CIB	3.43
659	1.455	CIB	3.58
849	1.456	CIB	3.73
607	1.4567	CIB	3.9
607	1.4584	CIB	4.03
659	1.459	CIB	4.11
607	1.4593	CIB	4.17
849	1.46	CIB	4.19
607	1.4613	CIB	4.15
607	1.4623	CIB	4.19
849	1.464	CIB	4.24
607	1.4644	CIB	4.07
659	1.465	CIB	4.03
607	1.4679	CIB	3.96
849	1.468	CIB	3.88
659	1.469	CIB	3.93
849	1.472	CIB	3.91
659	1.473	CIB	3.87
849	1.476	CIB	3.76
659	1.477	CIB	3.71
607	1.4779	CIB	3.52
849	1.48	CIB	3.48
849	1.484	CIB	3.36
659	1.485	CIB	3.36
659	1.488	CIB	3.35
607	1.488	CIB	3.44
849	1.488	CIB	3.46
849	1.492	CIB	3.58
607	1.493	CIB	3.64
659	1.493	CIB	3.78
659	1.496	CIB	3.83
849	1.496	CIB	4.08
659	1.496	CIB	4.16
659	1.499	CIB	4.27
849	1.5	CIB	4.25
607	1.5004	CIB	4.29
659	1.503	CIB	4.24
607	1.5031	CIB	4.19
849	1.504	CIB	4.11
659	1.506	CIB	4.18
659	1.508	CIB	4.2
849	1.508	CIB	4.17
607	1.5088	CIB	4.21
607	1.5115	CIB	4.16
849	1.512	CIB	4.1
659	1.513	CIB	3.98
607	1.5144	CIB	3.93
659	1.516	CIB	3.91
849	1.516	CIB	3.98
607	1.516	CIB	3.94
607	1.5174	CIB	3.9
849	1.52	CIB	3.82
607	1.5204	CIB	3.74
607	1.5233	CIB	3.65
849	1.524	CIB	3.63
659	1.525	CIB	3.62
607	1.5263	CIB	3.68
607	1.5279	CIB	3.73
849	1.528	CIB	3.99
849	1.532	CIB	4.11
659	1.532	CIB	4.23
607	1.5335	CIB	4.22
849	1.536	CIB	4.31
659	1.539	CIB	4.21
607	1.5397	CIB	4.2
849	1.54	CIB	4.19
607	1.5426	CIB	4.28
659	1.543	CIB	4.21
849	1.544	CIB	4.16
607	1.5472	CIB	4.14
849	1.548	CIB	4.09
659	1.549	CIB	4.01
607	1.5493	CIB	3.97
849	1.552	CIB	3.88
607	1.5553	CIB	3.85
849	1.556	CIB	3.81
659	1.556	CIB	3.74
607	1.5568	CIB	3.67
607	1.5581	CIB	3.62
849	1.56	CIB	3.5
607	1.5613	CIB	3.46
659	1.563	CIB	3.47
607	1.5638	CIB	3.47
849	1.564	CIB	3.56
607	1.5662	CIB	3.62
659	1.567	CIB	3.69
607	1.5679	CIB	3.74
849	1.568	CIB	3.83
659	1.571	CIB	3.86
607	1.5712	CIB	3.97
849	1.572	CIB	4.02
607	1.573	CIB	4.12
849	1.576	CIB	4.07
607	1.5767	CIB	4.13
659	1.579	CIB	4.12
607	1.5796	CIB	4.14
849	1.58	CIB	4.07
607	1.5829	CIB	4.13
849	1.584	CIB	4.03
607	1.5858	CIB	4.11
849	1.588	CIB	4.06
659	1.588	CIB	4.01
607	1.5895	CIB	3.95
849	1.592	CIB	3.91
607	1.5929	CIB	3.68
849	1.596	CIB	3.68
659	1.598	CIB	3.63
607	1.5995	CIB	3.67
849	1.6	CIB	3.63
607	1.601	CIB	3.64
659	1.602	CIB	3.58
849	1.604	CIB	3.57
659	1.606	CIB	3.46
607	1.6066	CIB	3.46
849	1.608	CIB	3.49
849	1.612	CIB	3.53
607	1.6123	CIB	3.56
659	1.615	CIB	3.59
849	1.616	CIB	3.67
607	1.6161	CIB	3.7
607	1.6189	CIB	3.67
659	1.619	CIB	3.65
849	1.62	CIB	3.74
659	1.622	CIB	3.74
607	1.6227	CIB	3.73
849	1.624	CIB	3.77
607	1.626	CIB	3.85
659	1.627	CIB	3.82
849	1.628	CIB	3.83
607	1.6293	CIB	3.88
849	1.632	CIB	3.79
607	1.6326	CIB	3.77
659	1.634	CIB	3.73
607	1.634	CIB	3.65
849	1.636	CIB	3.53
607	1.6393	CIB	3.56
659	1.64	CIB	3.56
849	1.64	CIB	3.6
607	1.643	CIB	3.69
849	1.644	CIB	3.74
607	1.6459	CIB	3.81
659	1.646	CIB	3.87
659	1.648	CIB	3.97
849	1.648	CIB	4.07
849	1.652	CIB	4.23
659	1.652	CIB	4.28
607	1.6524	CIB	4.32
607	1.6557	CIB	4.26
849	1.656	CIB	4.2
659	1.658	CIB	4.19
849	1.66	CIB	4.16
607	1.6623	CIB	4.11
659	1.663	CIB	4.18
849	1.664	CIB	4.11
607	1.6656	CIB	4.13
849	1.668	CIB	4.07
659	1.669	CIB	4.11
607	1.6704	CIB	3.98
659	1.671	CIB	4.09
849	1.672	CIB	3.96
659	1.675	CIB	3.93
607	1.6754	CIB	3.78
849	1.676	CIB	3.84
607	1.6787	CIB	3.7
659	1.679	CIB	3.66
849	1.68	CIB	3.63
607	1.6819	CIB	3.71
659	1.683	CIB	3.66
849	1.684	CIB	3.61
607	1.6852	CIB	3.68
659	1.687	CIB	3.7
849	1.688	CIB	3.7
607	1.6885	CIB	3.67
659	1.689	CIB	3.76
659	1.69	CIB	3.68
607	1.6918	CIB	3.74
659	1.692	CIB	3.7
849	1.692	CIB	3.74
607	1.6951	CIB	3.74
659	1.696	CIB	3.87
849	1.696	CIB	3.91
607	1.6979	CIB	4.04
849	1.7	CIB	4.15
607	1.7003	CIB	4.17
659	1.701	CIB	4.16
659	1.704	CIB	4.09
849	1.704	CIB	4.01
607	1.7053	CIB	3.86
659	1.706	CIB	3.82
607	1.7078	CIB	3.83
849	1.708	CIB	3.83
659	1.709	CIB	3.76
849	1.712	CIB	3.72
607	1.7124	CIB	3.7
659	1.714	CIB	3.63
607	1.7153	CIB	3.64
849	1.716	CIB	3.67
659	1.717	CIB	3.81
659	1.719	CIB	3.83
607	1.7199	CIB	3.81
849	1.72	CIB	3.78
607	1.7228	CIB	3.81
659	1.723	CIB	3.74
849	1.724	CIB	3.75
607	1.7257	CIB	3.86
849	1.728	CIB	3.84
659	1.728	CIB	3.78
607	1.7294	CIB	3.75
659	1.732	CIB	3.68
849	1.732	CIB	3.52
607	1.7327	CIB	3.59
659	1.735	CIB	3.55
607	1.7358	CIB	3.51
659	1.736	CIB	3.47
849	1.736	CIB	3.49
659	1.739	CIB	3.49
849	1.74	CIB	3.73
607	1.7416	CIB	3.8
659	1.743	CIB	3.9
849	1.744	CIB	4.01
607	1.7443	CIB	4
607	1.7474	CIB	3.82
849	1.748	CIB	3.84
659	1.749	CIB	3.81
607	1.7501	CIB	3.74
659	1.751	CIB	3.8
849	1.752	CIB	3.76
607	1.753	CIB	3.65
659	1.755	CIB	3.64
607	1.7551	CIB	3.57
849	1.756	CIB	3.47
607	1.758	CIB	3.47
659	1.758	CIB	3.5
849	1.76	CIB	3.46
607	1.7609	CIB	3.55
659	1.762	CIB	3.52
846	1.763	CIB	3.52
849	1.764	CIB	3.52
607	1.764	CIB	3.55
659	1.765	CIB	3.54
607	1.7651	CIB	3.52
846	1.766	CIB	3.57
659	1.767	CIB	3.58
607	1.7675	CIB	3.55
849	1.768	CIB	3.45
846	1.769	CIB	3.48
659	1.77	CIB	3.44
846	1.772	CIB	3.55
849	1.772	CIB	3.59
607	1.7722	CIB	3.65
659	1.774	CIB	3.69
846	1.776	CIB	3.67
849	1.776	CIB	3.67
659	1.778	CIB	3.63
607	1.7787	CIB	3.6
846	1.779	CIB	3.64
659	1.78	CIB	3.67
849	1.78	CIB	3.67
659	1.781	CIB	3.76
607	1.7819	CIB	3.85
846	1.782	CIB	3.8
849	1.784	CIB	3.83
659	1.785	CIB	3.8
846	1.785	CIB	3.84
607	1.7851	CIB	3.79
849	1.788	CIB	3.88
607	1.7883	CIB	4
846	1.789	CIB	4.04
659	1.789	CIB	4.05
846	1.792	CIB	3.99
849	1.792	CIB	3.86
607	1.793	CIB	3.81
607	1.7947	CIB	3.73
659	1.795	CIB	3.7
659	1.796	CIB	3.84
849	1.796	CIB	3.89
846	1.796	CIB	3.84
607	1.7983	CIB	3.89
659	1.799	CIB	3.86
846	1.799	CIB	3.77
849	1.8	CIB	3.72
607	1.8011	CIB	3.77
659	1.802	CIB	3.7
846	1.802	CIB	3.64
849	1.804	CIB	3.7
607	1.8043	CIB	3.76
846	1.805	CIB	3.72
659	1.806	CIB	3.72
846	1.807	CIB	3.73
607	1.8075	CIB	3.72
849	1.808	CIB	3.66
846	1.81	CIB	3.58
607	1.8107	CIB	3.55
849	1.812	CIB	3.59
659	1.813	CIB	3.55
846	1.813	CIB	3.56
607	1.814	CIB	3.57
846	1.815	CIB	3.75
849	1.816	CIB	3.73
607	1.8172	CIB	3.7
846	1.818	CIB	3.73
849	1.82	CIB	3.79
846	1.82	CIB	3.6
607	1.8204	CIB	3.6
659	1.821	CIB	3.6
846	1.823	CIB	3.58
849	1.824	CIB	3.54
607	1.8251	CIB	3.58
846	1.826	CIB	3.6
607	1.8268	CIB	3.64
659	1.827	CIB	3.62
849	1.828	CIB	3.62
846	1.829	CIB	3.68
607	1.8304	CIB	3.66
849	1.832	CIB	3.62
659	1.833	CIB	3.66
607	1.8332	CIB	3.65
846	1.834	CIB	3.68
846	1.836	CIB	3.69
849	1.836	CIB	3.67
607	1.8364	CIB	3.68
659	1.837	CIB	3.75
659	1.839	CIB	3.71
846	1.839	CIB	3.83
607	1.84	CIB	3.95
849	1.84	CIB	3.92
846	1.841	CIB	3.87
607	1.8428	CIB	3.89
846	1.843	CIB	3.89
659	1.843	CIB	3.81
849	1.844	CIB	3.8
846	1.845	CIB	3.91
607	1.8465	CIB	3.82
659	1.847	CIB	3.79
846	1.848	CIB	3.77
849	1.848	CIB	3.76
607	1.8492	CIB	3.6
846	1.85	CIB	3.67
846	1.852	CIB	3.59
849	1.852	CIB	3.52
607	1.8524	CIB	3.46
659	1.854	CIB	3.56
846	1.855	CIB	3.47
849	1.856	CIB	3.45
846	1.857	CIB	3.47
607	1.8572	CIB	3.57
659	1.858	CIB	3.49
607	1.8589	CIB	3.56
846	1.859	CIB	3.57
849	1.86	CIB	3.67
846	1.861	CIB	3.66
659	1.861	CIB	3.69
659	1.864	CIB	3.68
846	1.864	CIB	3.69
849	1.864	CIB	3.67
607	1.8653	CIB	3.66
846	1.866	CIB	3.65
659	1.868	CIB	3.66
849	1.868	CIB	3.62
846	1.868	CIB	3.6
607	1.8685	CIB	3.56
846	1.87	CIB	3.59
659	1.871	CIB	3.55
846	1.871	CIB	3.6
607	1.8717	CIB	3.57
849	1.872	CIB	3.61
607	1.8749	CIB	3.51
846	1.875	CIB	3.53
659	1.876	CIB	3.54
849	1.876	CIB	3.6
846	1.878	CIB	3.6
607	1.8781	CIB	3.73
846	1.88	CIB	3.76
849	1.88	CIB	3.77
607	1.8813	CIB	3.74
659	1.882	CIB	3.73
659	1.882	CIB	3.71
846	1.884	CIB	3.74
849	1.884	CIB	3.69
607	1.8845	CIB	3.63
846	1.886	CIB	3.65
846	1.888	CIB	3.73
849	1.888	CIB	3.51
607	1.8892	CIB	3.5
659	1.89	CIB	3.61
846	1.89	CIB	3.53
607	1.8909	CIB	3.4
659	1.892	CIB	3.52
846	1.892	CIB	3.49
849	1.892	CIB	3.4
659	1.894	CIB	3.58
846	1.894	CIB	3.58
607	1.8946	CIB	3.57
846	1.896	CIB	3.56
849	1.896	CIB	3.57
659	1.897	CIB	3.44
846	1.898	CIB	3.45
849	1.9	CIB	3.53
846	1.9	CIB	3.63
607	1.9006	CIB	3.68
659	1.901	CIB	3.77
846	1.902	CIB	3.77
607	1.9038	CIB	3.78
849	1.904	CIB	3.78
846	1.904	CIB	3.78
659	1.906	CIB	3.74
846	1.906	CIB	3.78
607	1.907	CIB	3.75
849	1.908	CIB	3.83
659	1.908	CIB	3.81
846	1.908	CIB	3.88
607	1.9081	CIB	3.89
846	1.91	CIB	3.92
607	1.9102	CIB	3.91
659	1.912	CIB	3.98
849	1.912	CIB	3.88
846	1.912	CIB	3.97
607	1.9134	CIB	4
846	1.914	CIB	4.03
659	1.915	CIB	4.08
849	1.916	CIB	4.07
846	1.916	CIB	4.01
607	1.9162	CIB	4
659	1.918	CIB	3.94
846	1.918	CIB	3.85
659	1.92	CIB	3.96
846	1.92	CIB	3.84
849	1.92	CIB	3.8
607	1.9213	CIB	3.72
846	1.922	CIB	3.71
607	1.923	CIB	3.67
659	1.923	CIB	3.79
846	1.924	CIB	3.75
849	1.924	CIB	3.84
659	1.925	CIB	3.73
846	1.926	CIB	3.73
607	1.9267	CIB	3.71
849	1.928	CIB	3.66
846	1.928	CIB	3.6
607	1.929	CIB	3.64
659	1.929	CIB	3.63
846	1.931	CIB	3.62
849	1.932	CIB	3.75
659	1.932	CIB	3.71
607	1.9326	CIB	3.73
846	1.933	CIB	3.8
846	1.935	CIB	3.73
607	1.9359	CIB	3.67
659	1.936	CIB	3.72
849	1.936	CIB	3.68
846	1.937	CIB	3.56
659	1.939	CIB	3.65
846	1.939	CIB	3.65
607	1.9391	CIB	3.58
849	1.94	CIB	3.63
659	1.942	CIB	3.75
846	1.942	CIB	3.62
607	1.9423	CIB	3.57
659	1.944	CIB	3.63
849	1.944	CIB	3.62
846	1.944	CIB	3.5
607	1.9455	CIB	3.61
846	1.946	CIB	3.61
659	1.946	CIB	3.6
846	1.948	CIB	3.67
849	1.948	CIB	3.76
607	1.9487	CIB	3.72
659	1.951	CIB	3.78
846	1.952	CIB	3.83
849	1.952	CIB	3.81
659	1.953	CIB	3.8
846	1.953	CIB	3.87
659	1.954	CIB	3.78
846	1.955	CIB	3.81
607	1.9551	CIB	3.83
849	1.956	CIB	3.83
846	1.957	CIB	3.68
659	1.958	CIB	3.78
607	1.9583	CIB	3.78
846	1.959	CIB	3.76
849	1.96	CIB	3.72
846	1.961	CIB	3.8
607	1.9615	CIB	3.81
846	1.962	CIB	3.71
659	1.962	CIB	3.69
607	1.9634	CIB	3.73
846	1.964	CIB	3.76
849	1.964	CIB	3.72
846	1.966	CIB	3.76
846	1.968	CIB	3.72
849	1.968	CIB	3.66
846	1.969	CIB	3.62
659	1.971	CIB	3.69
846	1.971	CIB	3.65
607	1.9714	CIB	3.64
846	1.972	CIB	3.58
849	1.972	CIB	3.66
659	1.973	CIB	3.46
607	1.9731	CIB	3.44
659	1.974	CIB	3.42
846	1.974	CIB	3.46
846	1.975	CIB	3.46
849	1.976	CIB	3.55
607	1.9767	CIB	3.54
659	1.978	CIB	3.53
846	1.979	CIB	3.6
659	1.979	CIB	3.5
607	1.9795	CIB	3.47
849	1.98	CIB	3.51
846	1.981	CIB	3.48
659	1.981	CIB	3.48
846	1.982	CIB	3.45
607	1.9827	CIB	3.44
659	1.983	CIB	3.46
846	1.984	CIB	3.6
849	1.984	CIB	3.55
846	1.985	CIB	3.68
607	1.9863	CIB	3.78
846	1.987	CIB	3.79
849	1.988	CIB	3.75
607	1.9891	CIB	3.83
846	1.99	CIB	3.76
849	1.992	CIB	3.74
607	1.9923	CIB	3.82
846	1.993	CIB	3.75
659	1.993	CIB	3.72
607	1.9955	CIB	3.75
846	1.996	CIB	3.66
849	1.996	CIB	3.55
607	1.9987	CIB	3.64
659	1.999	CIB	3.62
846	1.999	CIB	3.6
849	2	CIB	3.75
846	2.002	CIB	3.78
659	2.003	CIB	3.7
849	2.004	CIB	3.72
607	2.0047	CIB	3.74
846	2.005	CIB	3.62
846	2.007	CIB	3.6
659	2.008	CIB	3.68
849	2.008	CIB	3.6
846	2.01	CIB	3.53
607	2.0111	CIB	3.57
849	2.012	CIB	3.59
659	2.012	CIB	3.59
846	2.013	CIB	3.62
659	2.013	CIB	3.61
607	2.0148	CIB	3.59
849	2.016	CIB	3.54
846	2.016	CIB	3.54
659	2.017	CIB	3.48
607	2.0176	CIB	3.48
846	2.019	CIB	3.47
849	2.02	CIB	3.55
659	2.02	CIB	3.47
607	2.0212	CIB	3.36
846	2.022	CIB	3.38
659	2.023	CIB	3.38
849	2.024	CIB	3.38
846	2.024	CIB	3.39
607	2.0248	CIB	3.49
846	2.026	CIB	3.51
846	2.027	CIB	3.56
607	2.0276	CIB	3.53
849	2.028	CIB	3.53
846	2.029	CIB	3.61
659	2.03	CIB	3.59
846	2.03	CIB	3.55
607	2.0308	CIB	3.62
846	2.032	CIB	3.62
849	2.032	CIB	3.62
846	2.033	CIB	3.62
659	2.033	CIB	3.62
846	2.035	CIB	3.54
607	2.0355	CIB	3.64
846	2.036	CIB	3.61
849	2.036	CIB	3.61
659	2.037	CIB	3.61
607	2.0377	CIB	3.62
846	2.038	CIB	3.6
846	2.039	CIB	3.64
659	2.039	CIB	3.71
659	2.04	CIB	3.7
849	2.04	CIB	3.75
846	2.041	CIB	3.73
659	2.041	CIB	3.74
846	2.042	CIB	3.7
846	2.043	CIB	3.75
607	2.0436	CIB	3.76
846	2.044	CIB	3.78
849	2.044	CIB	3.8
846	2.045	CIB	3.9
846	2.046	CIB	3.83
607	2.0469	CIB	3.76
846	2.047	CIB	3.78
846	2.047	CIB	3.76
659	2.047	CIB	3.68
846	2.048	CIB	3.7
849	2.048	CIB	3.81
846	2.05	CIB	3.71
607	2.0501	CIB	3.64
659	2.051	CIB	3.64
846	2.052	CIB	3.61
849	2.052	CIB	3.65
846	2.053	CIB	3.71
607	2.0533	CIB	3.68
659	2.054	CIB	3.6
846	2.055	CIB	3.69
846	2.056	CIB	3.68
849	2.056	CIB	3.63
607	2.0569	CIB	3.73
846	2.058	CIB	3.87
659	2.059	CIB	3.78
607	2.0597	CIB	3.74
846	2.06	CIB	3.76
849	2.06	CIB	3.71
846	2.061	CIB	3.6
846	2.062	CIB	3.72
659	2.062	CIB	3.65
607	2.0629	CIB	3.69
659	2.064	CIB	3.82
846	2.064	CIB	3.81
849	2.064	CIB	3.8
846	2.065	CIB	3.83
846	2.067	CIB	3.75
607	2.0676	CIB	3.78
846	2.068	CIB	3.94
849	2.068	CIB	3.91
659	2.068	CIB	3.87
607	2.0689	CIB	3.95
846	2.07	CIB	3.94
846	2.072	CIB	3.93
659	2.072	CIB	3.91
849	2.072	CIB	3.95
607	2.0729	CIB	4.07
846	2.073	CIB	4
659	2.073	CIB	3.84
846	2.075	CIB	3.93
607	2.0753	CIB	4.02
846	2.076	CIB	3.98
659	2.076	CIB	3.96
849	2.076	CIB	3.99
846	2.078	CIB	3.94
607	2.0789	CIB	4.02
846	2.079	CIB	3.94
659	2.079	CIB	4.03
846	2.08	CIB	4.05
849	2.08	CIB	4.04
659	2.081	CIB	3.84
846	2.082	CIB	3.88
607	2.0826	CIB	3.87
846	2.083	CIB	3.96
849	2.084	CIB	4.06
659	2.084	CIB	4.08
846	2.084	CIB	4.05
607	2.0854	CIB	4.07
659	2.086	CIB	4.04
846	2.086	CIB	3.88
849	2.088	CIB	3.89
607	2.089	CIB	3.91
846	2.089	CIB	3.72
659	2.089	CIB	3.7
607	2.0918	CIB	3.81
849	2.092	CIB	3.87
846	2.092	CIB	3.76
846	2.094	CIB	3.77
659	2.095	CIB	3.73
607	2.0958	CIB	3.66
849	2.096	CIB	3.53
846	2.096	CIB	3.58
659	2.098	CIB	3.6
846	2.098	CIB	3.55
607	2.0997	CIB	3.47
849	2.1	CIB	3.45
607	2.1014	CIB	3.49
846	2.102	CIB	3.46
659	2.102	CIB	3.44
846	2.104	CIB	3.55
849	2.104	CIB	3.66
659	2.105	CIB	3.66
607	2.105	CIB	3.78
846	2.106	CIB	3.84
659	2.107	CIB	3.78
607	2.1078	CIB	3.75
849	2.108	CIB	3.76
846	2.108	CIB	3.72
659	2.108	CIB	3.71
846	2.111	CIB	3.76
849	2.112	CIB	3.72
