"bins","ecdr"
73.5209701979167,0.0208333333333333
73.9765572793561,0.15625
74.4321443607955,0.208333333333333
74.8877314422349,0.208333333333333
75.3433185236742,0.239583333333333
75.7989056051136,0.260416666666667
76.254492686553,0.270833333333333
76.7100797679924,0.270833333333333
77.1656668494318,0.270833333333333
77.6212539308712,0.270833333333333
78.0768410123106,0.270833333333333
78.53242809375,0.270833333333333
78.9880151751894,0.270833333333333
79.4436022566288,0.302083333333333
79.8991893380682,0.333333333333333
80.3547764195076,0.427083333333333
80.810363500947,0.427083333333333
81.2659505823864,0.427083333333333
81.7215376638258,0.489583333333333
82.1771247452651,0.604166666666667
82.6327118267046,0.625
83.0882989081439,0.645833333333333
83.5438859895833,0.65625
83.9994730710227,0.65625
84.4550601524621,0.6875
84.9106472339015,0.6875
85.3662343153409,0.697916666666667
85.8218213967803,0.697916666666667
86.2774084782197,0.697916666666667
86.7329955596591,0.697916666666667
87.1885826410985,0.697916666666667
87.6441697225379,0.697916666666667
88.0997568039773,0.697916666666667
88.5553438854167,0.697916666666667
89.0109309668561,0.71875
89.4665180482955,0.71875
89.9221051297348,0.71875
90.3776922111742,0.71875
90.8332792926136,0.71875
91.288866374053,0.71875
91.7444534554924,0.71875
92.2000405369318,0.71875
92.6556276183712,0.71875
93.1112146998106,0.71875
93.56680178125,0.71875
94.0223888626894,0.71875
94.4779759441288,0.729166666666667
94.9335630255682,0.729166666666667
95.3891501070076,0.729166666666667
95.844737188447,0.739583333333333
96.3003242698864,0.739583333333333
96.7559113513258,0.760416666666667
97.2114984327652,0.760416666666667
97.6670855142045,0.760416666666667
98.1226725956439,0.770833333333333
98.5782596770833,0.770833333333333
99.0338467585227,0.78125
99.4894338399621,0.78125
99.9450209214015,0.78125
100.400608002841,0.78125
100.85619508428,0.78125
101.31178216572,0.78125
101.767369247159,0.78125
102.222956328598,0.78125
102.678543410038,0.78125
103.134130491477,0.78125
103.589717572917,0.78125
104.045304654356,0.78125
104.500891735795,0.78125
104.956478817235,0.833333333333333
105.412065898674,0.875
105.867652980114,0.90625
106.323240061553,0.90625
106.778827142992,0.927083333333333
107.234414224432,0.9375
107.690001305871,0.9375
108.145588387311,0.9375
108.60117546875,0.9375
109.056762550189,0.9375
109.512349631629,0.9375
109.967936713068,0.9375
110.423523794508,0.9375
110.879110875947,0.979166666666667
111.334697957386,0.979166666666667
111.790285038826,0.979166666666667
112.245872120265,0.979166666666667
112.701459201705,0.979166666666667
113.157046283144,0.979166666666667
113.612633364583,0.979166666666667
114.068220446023,0.979166666666667
114.523807527462,0.979166666666667
114.979394608902,0.979166666666667
115.434981690341,0.979166666666667
115.89056877178,0.979166666666667
116.34615585322,0.989583333333333
116.801742934659,0.989583333333333
117.257330016098,0.989583333333333
117.712917097538,0.989583333333333
118.168504178977,0.989583333333333
118.624091260417,1
